ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2022-01-23,35,60950,441,Employed,Bachelor,15,28404,48,,0,Rent,549,0.1340044930480123,2,0,0.2997492166160153,0,Auto,0,19,16,3871,484,111541,14594,5079.166666666667,,7,,0.3029039999999999,0.2962520923615613,1016.531951642442,0.3082261430633191,0,69.0
2022-01-24,42,86270,542,Employed,Master,20,13226,24,Single,1,Other,432,0.2216429179343692,3,3,0.2397753912330728,0,Debt Consolidation,0,17,2,753,12134,58676,86911,7189.166666666667,,4,7982,,0.2069081908611706,677.6197634659314,0.1543460897367703,1,63.2
2022-01-25,51,,578,Unemployed,Master,31,53359,96,Married,4,Mortgage,258,0.5903135901892802,,0,0.2442542720776021,0,Debt Consolidation,0,21,27,,1686,441706,5107,,0.7472072091196447,,436599,0.299359,0.2736996341588786,,0.5506707639014918,0,77.0
2022-01-26,22,41856,526,Employed,,0,26095,48,Married,0,Mortgage,,0.4557537435634968,,1,0.1609563407614834,0,Other,0,25,,16227,1904,123246,13899,3488.0,0.9239300894217208,5,109347,0.258095,0.2776864590547856,906.0155928433952,0.4443852043702394,0,70.0
2022-01-27,18,,572,Employed,High School,0,9932,12,Single,1,Rent,987,0.4994957947620382,6,,0.1198610461046328,0,Other,0,23,5,152,1068,173351,19533,,0.8973035377630239,9,153818,0.188932,0.2012677287904148,920.6486263708408,0.264430905815526,0,70.0
2022-01-28,21,,456,Employed,Bachelor,0,12065,60,Married,3,Mortgage,554,0.0230837965721338,5,1,0.2411675621061466,0,Debt Consolidation,0,24,1,978,1142,30588,,2503.583333333333,0.8782725896249651,2,25684,0.289065,,,0.3689631588354035,0,81.0
2022-01-29,55,60891,544,Employed,Associate,,15068,36,Married,1,Own,1480,0.4766190438207964,6,1,0.3057071877666362,0,Home,,25,17,2399,635,152525,62922,5074.25,0.8135237474982464,4,89603,0.228068,0.1963619721359719,,0.4014764097356334,0,76.0
2022-01-30,33,16384,551,Employed,High School,7,50318,48,Married,2,,414,0.1324080278359514,3,,0.1154537189348468,0,Home,0,26,28,3440,1621,27856,20931,1365.3333333333333,0.7435741212656561,4,6925,0.269818,,1823.300118867845,1.63864754799891,0,72.0
2022-01-31,70,,578,Employed,Associate,48,14235,48,Married,3,Mortgage,935,0.3480073257182662,,0,0.4386601515324631,0,Debt Consolidation,1,16,12,,2225,18711,70294,3106.4166666666665,0.923401402824938,3,4046,0.220235,0.2210882062734757,449.3304179623268,0.4456357811934415,0,89.0
2022-02-01,33,33790,552,Employed,,11,12965,24,,0,Rent,579,0.4524849340597811,3,1,,,Debt Consolidation,1,26,24,4142,745,7847,3631,2815.833333333333,0.8222006564717644,5,4216,,0.1975281082575674,658.299529690639,,0,85.0
2022-02-02,42,26794,595,Employed,Master,21,38078,48,Married,0,Other,931,0.4662342988175881,,1,0.2725269778118175,0,Home,,24,21,,673,115917,56392,,,2,,0.235578,0.2067366145503453,1172.438309060101,0.942048955315414,0,77.0
2022-02-03,58,127582,557,Employed,,39,34459,36,Single,2,Own,317,,,1,0.1815782396013988,1,Auto,1,26,28,1838,2699,123149,82374,10631.833333333334,0.7504034450963255,,40775,0.2409589999999999,0.2629450939593198,1393.7862563920353,0.1609116887703941,0,90.0
2022-02-04,64,33734,591,Self-Employed,High School,42,16659,60,Married,,Mortgage,336,0.0677502617758301,6,,0.1178416210344092,0,Debt Consolidation,0,25,17,19512,366,37540,7777,2811.1666666666665,0.8174981802770189,2,,0.226159,,510.0737329837226,0.3009688977235036,0,76.0
2022-02-05,64,104869,649,Employed,,41,28399,36,,0,Mortgage,553,0.5587732335722305,5,1,0.1788574465920554,0,Education,0,23,29,5116,2243,22350,33283,8739.083333333334,0.9150523349932776,3,2712,,0.2024193636537045,1058.9126925078142,0.1844487151598067,1,52.8
2022-02-06,54,68598,556,Employed,Bachelor,29,19413,96,Married,2,Own,251,0.0825043960437785,0,0,,0,Debt Consolidation,0,33,3,,1443,291944,,5716.5,0.9149370023248342,3,254184,0.276413,0.3028772491085274,539.2452525927449,0.1382393514550415,0,74.0
2022-02-07,52,62476,617,Unemployed,,34,30026,60,Single,4,,192,0.181978214676209,1,0,0.1080962840435774,0,Home,0,20,14,3431,2134,255903,11851,5206.333333333333,0.7767901088779128,2,244052,0.226526,0.1948126143410269,786.8636899418348,0.1880140258547605,0,66.0
2022-02-08,47,,569,Employed,Master,27,18908,24,,0,,152,0.1700669031968729,3,0,0.179685560586765,0,Auto,0,22,11,,1573,,53571,13338.166666666666,0.4499780602171163,5,5618,0.209408,0.2315792183455561,991.7575530626356,0.0857507318394058,1,51.2
2022-02-09,49,15000,610,Employed,Bachelor,28,28694,24,Married,2,Other,,0.0348766377516741,6,1,0.2176861988222094,0,Home,,19,,1925,584,167632,,1250.0,0.5894691017114246,4,156145,,0.2125181168801836,,1.489609021998309,0,75.0
2022-02-10,33,48924,607,Employed,Bachelor,11,22285,48,Single,2,Rent,805,0.0654109476849667,,1,,0,Home,0,18,13,7779,1472,165813,30630,4077.0,,,,0.213785,0.2000335060153192,678.1804082629719,0.3637921040625391,0,74.0
2022-02-11,30,23154,563,Employed,High School,8,16397,12,Divorced,3,Other,517,0.5419996228614287,0,1,0.1856314789720424,0,Other,0,22,23,14423,3174,23721,13227,1929.5,0.8537819210108437,6,10494,0.199897,0.2224736123643018,1536.619752409409,,0,76.0
2022-02-12,39,15000,578,Employed,Associate,17,35085,12,Single,1,Mortgage,247,0.5509431853139891,5,,0.3266469663440175,0,Debt Consolidation,,27,10,609,,47815,35674,1250.0,0.9198095274463935,2,12141,0.211085,,,,0,82.0
2022-02-13,37,23559,605,Self-Employed,Bachelor,14,22814,60,Married,3,Rent,310,0.4948219596855973,,1,0.1786838848729112,,Home,0,29,,8244,296,46061,7374,1963.25,0.980328611423968,3,38687,0.225314,0.2259813358957598,637.8808838918184,0.4828121145507797,0,78.0
2022-02-14,34,47307,526,Employed,Master,,35992,36,Married,0,Rent,375,,2,1,0.181203564367394,0,Debt Consolidation,0,21,10,2284,1402,10018,29776,3942.25,0.8537754802210964,1,4414,,0.2697278025559484,1468.855599728859,0.4677165577345067,0,70.0
2022-02-15,48,41730,625,Employed,Doctorate,24,28449,36,Married,,Rent,164,0.1305281353448824,4,1,,0,Auto,0,28,21,,6692,11159,9696,,0.8314303219262402,,1463,0.200949,0.1721403185930847,1017.3174282029496,0.3397030706550538,1,52.8
2022-02-16,51,111620,573,Employed,Bachelor,28,21583,48,Single,0,Mortgage,,0.1796358303640986,5,0,0.238496308382858,,Home,0,22,28,3215,399,82512,14649,9301.666666666666,0.7112246268659678,,67863,0.230083,0.2226021328180655,683.0483344493251,0.1229939080217873,1,53.6
2022-02-17,41,40318,556,Self-Employed,Bachelor,19,39699,120,Single,,Mortgage,376,0.4394623418301822,4,1,0.1638914566441446,0,,0,18,29,,813,65444,,,,10,,0.3166989999999999,0.2834184531076872,,0.4090226090994418,0,80.0
2022-02-18,57,43136,648,Employed,,31,25043,96,Married,,Mortgage,480,0.3359348530649582,3,,0.4703094884615992,0,Other,,27,26,3152,1340,314953,45763,3594.6666666666665,0.7082670417411918,1,269190,0.236043,0.2108244373214736,541.7587334769444,0.2842429711082004,0,71.0
2022-02-19,26,,512,Employed,,0,27841,36,Divorced,1,Mortgage,336,,6,2,0.0886111455590714,0,,,24,29,1299,,96677,15795,2379.4166666666665,0.9161037998435456,,80882,0.256841,0.2414679025636497,1094.428792117203,0.6011678459498631,0,72.0
2022-02-20,37,37188,520,Unemployed,High School,13,19013,24,Married,,,317,0.0220361392909137,2,,0.1101780710320399,0,Home,0,34,5,9624,6671,157525,5046,3099.0,0.4737646060934908,7,152479,0.234013,0.2135238854099136,980.2893849834492,0.4186154840217648,0,76.0
2022-02-21,31,28171,578,Employed,High School,13,17513,36,Married,4,Own,165,0.1250349000402462,5,,0.1836190971863849,0,,,24,25,2795,590,,19265,2347.583333333333,0.4772599825074719,5,16828,,0.1815144762627437,634.4682226350575,0.34054945410602,0,72.0
2022-02-22,18,22166,528,Employed,,,24196,12,Single,4,Mortgage,643,0.2418221977299862,3,1,0.4266909944589711,0,Debt Consolidation,1,20,,3039,3327,23897,15697,1847.1666666666667,0.9422582112855166,3,8200,0.225196,0.2702352,2323.51473000158,,0,91.0
2022-02-23,39,88544,634,Employed,Associate,15,14092,36,,0,Other,414,0.3719275963189801,4,1,,0,Home,0,23,5,,875,11256,23141,7378.666666666667,0.5071727741830889,2,1339,,0.181242929008289,510.3386447917479,0.125271771520385,1,64.0
2022-02-24,38,35828,498,Employed,Bachelor,11,23798,60,,0,Other,550,0.2013280073151885,4,0,,0,Education,,23,14,12121,,235634,48573,,0.651895248064704,3,187061,,0.2413795291354424,686.5269589662583,0.4141543906328877,0,79.0
2022-02-25,58,,624,Employed,Bachelor,33,24418,24,Single,2,Rent,226,,5,2,0.2111585232760488,0,Education,,,8,4519,533,28896,50167,,0.9507742287562954,,6271,0.187418,0.1981618627781287,1240.5821607496946,0.3734057399375429,0,73.0
2022-02-26,47,,588,Employed,Bachelor,21,13183,36,,1,Own,618,0.3261213957132781,6,1,0.2210556474305947,0,Home,0,26,4,,1125,279293,5887,5400.75,0.9352706634833796,3,273406,0.204183,0.2189451604312839,502.7456320191172,0.2075166656518293,1,58.400000000000006
2022-02-27,27,44319,430,Employed,Associate,3,41985,48,Married,0,Own,532,0.080523782055971,5,1,0.1404612533276017,0,Home,0,19,1,2021,178,311590,69507,3693.25,0.7580967904219335,8,242083,0.3219849999999999,0.257588,1409.9296473638735,0.5258050896537937,0,74.0
2022-02-28,62,,648,Employed,High School,,45625,60,Married,0,,306,0.2573753000487357,2,1,0.0521673658239874,0,Debt Consolidation,0,28,9,3298,1842,309807,36194,2440.583333333333,0.9340222933799248,5,273613,0.226625,,1297.8309215106844,0.6571506490295426,0,66.0
2022-03-01,54,98631,635,Employed,Doctorate,28,43681,48,Married,,Other,770,0.0627209507519322,,0,,0,Education,0,22,13,2457,3732,128531,27326,,0.7746118898347709,7,101205,,0.1952194863447974,1318.1283950383145,0.254053398429092,1,46.400000000000006
2022-03-02,46,62976,634,Self-Employed,High School,23,20235,60,Married,5,Own,,0.1799361914779756,4,1,0.2833730776045667,0,Education,,14,16,,1315,,201446,5248.0,0.8510346174931293,3,8727,0.208235,0.2142869954298717,552.3157761464284,0.1505937073449749,0,81.0
2022-03-03,37,59994,582,Employed,Master,18,24093,24,Married,1,Rent,650,0.1925938006283177,3,2,0.4334427083079078,0,Other,,20,4,6827,277,79234,7418,4999.5,0.5510380800507181,6,71816,0.208093,,1197.9637203324137,0.3696297070371864,1,64.8
2022-03-04,28,31722,532,Employed,Associate,6,18595,36,Married,0,Mortgage,507,0.0659101800921794,,1,0.4765333909326892,0,Debt Consolidation,0,32,,1031,359,41419,32158,2643.5,,5,9261,0.237595,0.2047671894377207,695.5818555925763,0.4549203160932764,0,83.0
2022-03-05,35,38846,619,Employed,Bachelor,12,31943,84,Married,1,Mortgage,,0.3706242122430753,1,0,,0,Home,0,26,18,,432,,28627,3237.1666666666665,0.8966893469082372,4,20277,0.247443,0.2685096053729104,846.712115450969,0.3807997061579475,0,74.0
2022-03-06,53,43299,608,Employed,High School,,20255,108,Divorced,0,,,0.275013235793049,0,0,0.2774521346594081,0,Auto,,37,10,4529,1932,255775,63288,3608.25,0.5274344971163537,7,192487,0.261255,0.278081613724667,512.5520484140663,0.3002984960615441,0,67.0
2022-03-07,62,27640,603,Employed,High School,,24600,72,Married,1,Own,,0.1596817537494097,6,2,0.1521549694091826,0,Home,0,20,11,4456,1607,94379,21487,2303.333333333333,0.6460904086493219,4,,0.2381,,613.4772971207136,0.5442014314561708,0,66.0
2022-03-08,58,52405,567,Unemployed,Associate,,26516,60,Divorced,1,Own,512,0.2956336339941645,1,1,0.4554949370234527,0,Home,0,21,,3074,1450,5962,6443,4367.083333333333,0.655702906555471,7,1023,0.248016,0.2601038748775853,794.0645524339252,0.2990702152315066,0,91.0
2022-03-09,34,88691,477,Employed,Bachelor,13,12776,24,Single,4,Own,679,0.3687900641835767,5,0,0.3851065470387295,0,Other,0,,4,2001,2229,27211,99343,7390.916666666667,0.8433269135876693,3,8564,0.249276,0.2991312,713.7709583513068,0.1884436019462592,0,80.0
2022-03-10,26,73972,599,Employed,,2,21697,120,,0,,162,0.2270485187528914,5,1,0.1362331808534105,0,Debt Consolidation,0,24,23,22291,1027,113633,22121,6164.333333333333,0.5044742751968425,4,91512,0.277197,0.2849321632801188,547.973845337871,0.1151744733690376,0,68.0
2022-03-11,41,42159,621,Employed,Bachelor,15,34935,36,Divorced,2,Mortgage,,0.0543751034527315,1,0,0.2003218021046198,0,,0,28,,4379,2238,179188,47039,3513.25,0.8739560109482416,,132149,0.209435,0.2108719734217388,1317.7430507317376,0.4781165731820216,0,65.0
2022-03-12,18,76770,547,Employed,High School,0,149475,48,Single,0,Mortgage,363,0.5038174233630768,4,1,0.1630819842530753,0,Home,0,20,11,2128,3694,27316,34813,6397.5,0.9492812481772576,7,1237,0.370975,0.3500580189771122,,0.9673710606218298,0,72.0
2022-03-13,43,138731,480,Employed,Associate,18,9122,60,Widowed,0,Rent,258,0.3049486786639234,0,2,0.0993445199197209,0,,0,35,12,1762,11456,132436,19630,11560.916666666666,0.9936494073612748,,112806,0.274122,,270.5307323256294,0.0457170263885328,1,49.6
2022-03-14,38,42036,459,Employed,Master,16,16059,48,Divorced,,Rent,,0.3285864918507817,,0,0.202665378509731,,Home,,15,10,,428,12870,8304,3503.0,0.9090751520342368,3,4566,0.281559,0.2966006510342611,575.0495443256765,0.3263058933273412,0,75.0
2022-03-15,34,,551,Employed,Master,15,16355,120,Married,3,,,,2,0,0.1560005840353343,0,Home,,25,21,11611,14621,38222,1544,6741.666666666667,0.7746878917719897,3,36678,0.295855,0.2965403549771799,426.9736022948815,0.1217760596729119,0,74.0
2022-03-16,20,15000,600,Employed,Bachelor,0,11850,60,Married,2,Rent,311,0.1738541967812621,2,1,0.0740235211143145,,,0,28,7,826,1559,185670,,1250.0,0.5666017450180549,5,173045,0.21685,0.2034975244132577,,0.5018104558602415,0,82.0
2022-03-17,46,23434,588,Employed,High School,24,58779,36,Single,2,,432,0.0935276268351426,3,0,0.3198903162657245,0,Auto,0,25,,1790,436,95205,36947,1952.8333333333333,0.7023175573505976,6,58258,0.249779,0.2657881974622024,2386.403456022393,1.4432380930386923,0,76.0
2022-03-18,33,39468,563,Employed,,11,21654,60,Married,0,Mortgage,805,0.1453776011531138,4,0,,0,Debt Consolidation,,19,10,2925,,157671,47164,,0.7286770390592893,6,110507,0.2451539999999999,0.2709300103629195,662.4161608511295,0.4461587597601488,0,78.0
2022-03-19,25,28094,624,Employed,Doctorate,2,20319,36,Widowed,3,Own,1107,,,0,0.1836269349877249,0,Home,1,33,14,3707,,96672,,2341.1666666666665,0.9644428436790784,,5721,0.193319,,733.6270918786075,0.786200793854321,0,76.0
2022-03-20,18,136709,544,Employed,High School,0,30227,60,Widowed,1,Own,791,,3,0,0.0517216095228177,0,Home,0,25,12,,788,66618,,11392.416666666666,0.9123902255371376,,39469,0.263227,0.2435889049848932,875.8774012809866,0.1463146450882666,1,52.8
2022-03-21,39,,533,Employed,Master,15,16461,12,Single,0,Rent,259,0.3833963420760751,2,1,,0,Home,1,22,17,1606,1086,148516,12168,,0.9481589704726744,2,136348,0.214961,,1551.4554763470276,0.273641153187449,1,68.8
2022-03-22,61,99015,601,Employed,Associate,39,31867,36,Single,0,Mortgage,267,0.3682996694687493,,0,0.454247546747084,0,Education,0,29,,1452,950,149605,30577,8251.25,0.767267278255545,3,119028,0.216367,0.226467438187849,1227.7030870724286,0.181148684995901,1,55.2
2022-03-23,59,71617,653,Self-Employed,Doctorate,40,16529,48,Single,3,Other,381,0.0955964254002714,2,0,0.0209738214747736,0,Debt Consolidation,1,24,24,14112,,,130784,,,,28961,0.185029,0.2155223089909606,,,0,74.0
2022-03-24,34,,556,Employed,Associate,12,44171,72,Married,,Mortgage,491,0.3450321999675448,,1,0.2941962398936544,,Auto,0,,29,22970,1769,26248,107911,,0.7982115191367928,1,9095,0.281171,0.2721330263414104,1250.5267278617114,,0,77.0
2022-03-25,32,28246,575,Employed,Associate,,23628,72,,3,,599,0.0619131155587913,7,1,0.2953399553909582,0,,0,26,7,,2074,44255,95354,2353.833333333333,0.770881356526128,7,2893,,0.2415998465700526,624.3470893043459,0.5197254503877416,0,77.0
2022-03-26,45,51242,597,Unemployed,Bachelor,20,44158,96,Single,1,Other,446,0.4364485858719846,3,1,0.1812123046859995,0,Debt Consolidation,0,19,,3422,951,42653,122568,4270.166666666667,0.4053469679373444,6,5353,0.280658,0.2427264320870005,1046.2002390778575,0.3494477746562252,0,80.0
2022-03-27,28,37867,586,Employed,Doctorate,7,30023,48,Married,2,Mortgage,423,0.2328519336622519,2,1,0.3153984130998945,0,Education,1,23,7,956,2093,96370,146501,3155.583333333333,0.7945202071578451,8,,0.232023,0.2526173959249747,,0.4509037443936534,0,88.0
2022-03-28,43,98819,524,Employed,Doctorate,19,6862,60,,,Own,562,0.3489354364195779,2,0,0.0285517636992766,,Auto,0,23,25,,417,35389,,8234.916666666666,0.9061676723255824,8,7986,0.249862,0.2169317457105482,188.3258347394388,0.0911151703303339,1,54.400000000000006
2022-03-29,49,90585,630,Employed,Bachelor,26,12017,60,Married,2,Mortgage,301,0.2202115832483124,6,2,0.3110109532811221,,Debt Consolidation,0,24,11,2262,,,14640,,0.7063302078237496,5,99907,0.202017,,293.55745782887686,0.0787623722906278,1,54.400000000000006
2022-03-30,54,,643,Unemployed,Bachelor,31,50218,84,Married,2,Mortgage,568,0.1835181087689656,6,0,0.0934747142069252,,Debt Consolidation,1,16,27,6141,620,57196,37771,5317.25,0.5912051861898803,1,19425,0.253718,0.2530051443017338,1280.7645618713814,0.3476918636271346,0,78.0
2022-03-31,38,19029,594,Employed,Bachelor,14,18869,72,Single,2,Mortgage,382,0.1039506989493552,4,0,0.0405494266591322,0,Debt Consolidation,,,8,1178,2295,232200,25213,,0.9140412538647622,6,206987,0.236869,0.2417302259838297,498.7447225697253,0.5554120905374272,0,70.0
2022-04-01,37,143483,607,Employed,Bachelor,,9109,48,,1,Mortgage,,,3,0,0.1153643895549757,0,Other,0,,,3871,1490,138092,11052,11956.916666666666,0.6375256651623589,4,127040,0.200609,0.2148005935565782,284.4238151067301,0.0741348158407669,1,44.8
2022-04-02,29,44588,547,Employed,Master,,17249,60,Married,4,Mortgage,163,0.1478470335732024,2,1,0.4225623710735455,0,Home,0,18,17,1354,1547,138238,,3715.6666666666665,0.9087211892013743,5,123434,0.248749,0.2376202695788304,493.8389270248392,0.1767755253498266,0,75.0
2022-04-03,30,251577,536,Unemployed,Associate,8,18483,96,Married,,Own,348,0.2310216020600957,,,0.0971110593818792,0,,0,17,15,12925,534,80268,19344,20964.75,0.9396449614022464,5,,0.285483,0.323367099342246,540.1266512922858,,1,56.0
2022-04-04,37,69534,543,Employed,,16,41754,120,Divorced,0,,,0.3981944439519315,2,0,0.3231485040456094,0,Auto,0,25,29,4088,7437,29541,1698,5794.5,,,27843,0.325254,,1047.6576299303208,0.2541474898490501,0,76.0
2022-04-05,44,40671,598,Employed,Bachelor,20,14600,60,,0,Rent,800,0.2873598877182143,4,2,0.3574301930048608,0,Education,0,,13,2593,751,,3395,,0.5793545397328912,2,,,0.2145745918970658,398.745373997428,0.3536904548196291,0,78.0
2022-04-06,50,71053,622,Employed,Bachelor,29,20907,24,Married,3,Own,671,0.0754241601359827,3,0,0.1541842822740125,0,Auto,0,24,21,4379,2865,59611,,5921.083333333333,0.5578836093010117,4,28354,0.184907,0.1944246872947842,1058.3928863183262,0.2920737285662803,1,51.2
2022-04-07,30,15000,597,Employed,Master,,38323,84,Single,4,Rent,312,0.0275402792624755,8,1,0.3984559507627031,0,Home,0,21,27,8198,528,140979,58562,1250.0,0.9156101200328198,6,82417,0.264823,0.223274929778934,905.5179621289442,0.9740143697031554,0,76.0
2022-04-08,57,100300,556,Employed,Associate,35,17513,48,Divorced,0,Mortgage,653,0.4481751430302719,4,1,0.0860574967119448,0,Auto,0,29,,,21015,144345,10127,8358.333333333334,0.557292761538753,,134218,0.234513,0.2485863236400396,579.3007980366577,0.1474337943812551,1,52.8
2022-04-09,36,175176,417,Employed,,13,14495,48,Married,0,Rent,610,0.2929999483350136,4,3,0.1361413988801703,,Debt Consolidation,,30,13,371,,115340,17115,,0.9039814564122048,,98225,0.3009949999999999,0.2792481728052084,504.5584874650744,0.0763500813443673,1,51.2
2022-04-10,39,,580,Unemployed,Associate,17,26653,36,Single,0,Mortgage,535,0.3665450566481782,4,2,0.3612791057526299,,Home,0,26,23,3171,1190,57955,4272,1250.0,0.7291306359255342,6,53683,0.221653,0.2490859951071358,1058.4306438655246,1.2747445150924197,0,84.0
2022-04-11,31,31418,516,Employed,High School,9,32774,72,Married,0,Mortgage,306,0.3375111995873802,3,0,0.2732983779063291,0,Auto,0,24,9,,1213,20703,,2618.1666666666665,0.7148291672300525,5,16065,0.289774,0.3249498885828153,1039.2857463315115,0.5138273905397587,0,77.0
2022-04-12,18,42106,614,Unemployed,Associate,0,21399,84,Married,0,Rent,566,,1,,0.6249920214099955,0,,,28,19,2292,697,24441,30492,3508.833333333333,0.9770710181657142,4,,0.239399,0.2603872943249358,555.9360988610075,0.3197461926170163,0,84.0
2022-04-13,50,89259,621,Employed,,27,30258,60,Married,,,648,0.5721251816978432,3,1,0.0857094062735849,0,Home,0,25,29,10216,1914,282603,24783,7438.25,0.6349786141427591,3,257820,,0.2306973700019918,854.2000466181332,0.2019561115340481,1,48.0
